,App Version Code,App Version Name,customer comment date,Star Rating,Customer_review
9244,35.0,2.3.0,2022-07-27T16:37:16Z,5,Muy exelente
9246,34.0,2.2.2,2022-07-27T16:39:43Z,5,Muy buena app
9247,35.0,2.3.0,2022-07-27T16:43:13Z,1,Qué difícil ingresar.
9250,34.0,2.2.2,2022-07-27T16:53:17Z,5,Buena buena
9252,35.0,2.3.0,2022-07-27T16:56:30Z,1,Pésimo .es muy lenta la aplicación y mantiene caída la plataforma
9255,34.0,2.2.2,2022-07-27T17:29:05Z,5,Buena
9257,34.0,2.2.2,2022-07-27T17:34:09Z,5,Genial
9259,34.0,2.2.2,2022-07-27T17:45:12Z,5,Buenisima
9266,35.0,2.3.0,2022-07-27T18:29:38Z,5,Excelente
9268,35.0,2.3.0,2022-07-27T18:40:36Z,1,Cero.....No sirve para nada y ahora por telefono tampoco puede consultar los saldos
9270,34.0,2.2.2,2022-07-27T18:48:20Z,5,Excelente servicio
9275,35.0,2.3.0,2022-07-27T19:20:59Z,1,"Muy mala esta aplicación, están pidiendo respuestas para verificación a las que no tengo problema para responder, he intentado más de 10 veces entrar y siempre me dice que tengo error en las respuestas. REALMENTE NECESITO QUE ALGUIEN ME AYUDE PESIMO SERVICIO"
9277,34.0,2.2.2,2022-07-27T19:22:56Z,5,Una app buena... Y muy fácil de manipular.
9278,34.0,2.2.2,2022-07-27T19:43:15Z,5,Bueno
9282,35.0,2.3.0,2022-07-27T20:31:19Z,1,Pésima la actualización 🙄🙄 no abre no se merece ni una estrella dice que el servicio está presentando molestias
9284,34.0,2.2.2,2022-07-27T20:45:02Z,1,"Pésima pésima, últimamente va ha ingresar y le pide preguntas de autenticación y se queda verificando, y no solo eso que las respuestas están mal, se dañó lo bueno que tenía la app billetera movil"
9287,34.0,2.2.2,2022-07-27T20:57:28Z,2,Biem
9291,34.0,2.2.2,2022-07-27T21:42:01Z,3,No graba los datos de cédula ni número cada vez que se ingresa hay que digitarlos
9293,34.0,2.2.2,2022-07-27T21:57:52Z,1,"Es lenta , la mayoría de veces no sincroniza la clave ,esta app debería permitir el uso de huella para ingresar"
9295,34.0,2.2.2,2022-07-27T22:43:44Z,5,Es muy buena
9296,34.0,2.2.2,2022-07-27T22:45:22Z,5,Excelente
9297,35.0,2.3.0,2022-07-27T22:51:19Z,1,Mejor den la tarjeta ya que su dichosa página mantiene más caída
9301,35.0,2.3.0,2022-07-27T23:22:06Z,1,"Presenta fallas, no es agil. No deja acceder para ver el saldo, no lo soporta y se sale de la aplicacion."
9305,35.0,2.3.0,2022-07-28T00:54:12Z,2,Malisima esta aplicación cada vez que se actualiza dura días en arreglarse y si se arregla es lenta mala mala malisima 2 extrellas es mucho
9308,35.0,2.3.0,2022-07-28T01:24:41Z,1,Actualizaron esta app 😠y no abre y dice que hay problemas y fallas. Ahora como retiró el subsidio de mis hijos.. deberían volver a dar tarjeta para retirar el subsidio Dice que el servicio está presentando fallas y queda cargando el app y no sale nada😠 deberían dar tarjeta es mucho mejor que estás aplicaciónes
9309,35.0,2.3.0,2022-07-28T01:25:35Z,5,Solucionado el acceso
9310,34.0,2.2.2,2022-07-28T01:34:58Z,1,"Se bloquea mucho y cuesta demasiado ingresar, su interfaz es deficiente"
9313,35.0,2.3.0,2022-07-28T01:53:25Z,1,Muy mala desde que se actualizó siempre está caída ya no puede ver uno nada
9314,35.0,2.3.0,2022-07-28T01:59:33Z,1,esta app es muy mala no deja ingresar siempre pide unas verificaciones i al final no deja ingresar deberia ser que si ya estoy registrado solo se ingresara numero de documento y clave está actualización no sirve solo para opstaculizar el ingreso no se para que colocan una app que no presta su función
9317,34.0,2.2.2,2022-07-28T02:26:37Z,1,Muy mala
9318,35.0,2.3.0,2022-07-28T03:06:23Z,1,La actualizaron y ahora ni siquiera abre 🤦🏻‍♀️
9322,34.0,2.2.2,2022-07-28T03:21:35Z,5,buena
9325,35.0,2.3.0,2022-07-28T11:31:19Z,4,Exelente gracias
9326,35.0,2.3.0,2022-07-28T11:39:15Z,4,Muy buena 👌
9327,34.0,2.2.2,2022-07-28T11:57:51Z,5,Muy buena
9329,34.0,2.2.2,2022-07-28T12:28:02Z,5,Ecelente aplicacion
9334,34.0,2.2.2,2022-07-28T13:35:14Z,5,Muy buena
9341,35.0,2.3.0,2022-07-28T14:27:28Z,1,"No, definitivamente las fallas que presenta ultimamente dejan mucho que no desear está billetera es la peor, y no es injusto uno queriendo retirar el subsidio y no deja porque le hacen preguntas que ni al caso y no tienen la información correcta y luego lo mandan a uno a ir hasta la .....pésima y ya envié el correo....gracias....."
9343,35.0,2.3.0,2022-07-28T14:47:17Z,1,"Malísima, la actualizaron.tengo un dinero del subsidio y no he podido ingresar a generar el token para retirarlo."
9349,17.0,2.1.1,2022-07-28T15:48:25Z,1,Que aplicación tan mala
9353,35.0,2.3.0,2022-07-28T16:01:22Z,1,"Malísima, estos últimos meses no había tenido problema, pero me pidió una actualización y desde este momento no me ha dejado entrar, llevo 6 días tratando de ingresar y me dice que tiene inconvenientes por el momento. La dañaron muy mal Compensar."
9355,34.0,2.2.2,2022-07-28T16:22:36Z,1,Buenísima
9363,35.0,2.3.0,2022-07-28T18:17:24Z,2,"Había dado una buena referencia pero ahora la app no sirve, eso sí es una falla y yo tenía un buen concepto, ojalá la mejoren y la arreglen."
9366,34.0,2.2.2,2022-07-28T19:14:14Z,5,Bie
9367,35.0,2.3.0,2022-07-28T19:19:45Z,2,Q aplicación tan mala la billetera pasa teniendo problema
9369,34.0,2.2.2,2022-07-28T19:23:18Z,3,Demasiado mala
9376,34.0,2.2.2,2022-07-28T20:13:52Z,5,Útil porque antes llamar era un problema Ojalá inscribieran los productos como créditos activos y así Para no realizar el proceso manual
9377,34.0,2.2.2,2022-07-28T20:32:13Z,5,Buena
9379,35.0,2.3.0,2022-07-28T21:10:03Z,1,"No funciona, no permite sacar el subsidio monetario simplemente por que no funciona la App."
9384,34.0,2.2.2,2022-07-28T22:21:57Z,5,Muy buena esta aplicaçion
9387,35.0,2.3.0,2022-07-28T22:45:09Z,1,Nunca sirve Lleva más de 24 horas dañada siempre sale un aviso que están presentando fallas
9388,34.0,2.2.2,2022-07-28T22:45:18Z,5,Super
9389,35.0,2.3.0,2022-07-28T23:02:43Z,2,Dice q están experimentando fallas en estos momentos y q intenté más tarde
9391,35.0,2.3.0,2022-07-28T23:17:50Z,1,La app no habre esta siempre caida
9392,35.0,2.3.0,2022-07-28T23:27:05Z,1,Pésima aplicación
9393,34.0,2.2.2,2022-07-28T23:43:39Z,1,A todo momento pide actualizar... Terrible
9395,34.0,2.2.2,2022-07-29T00:02:46Z,1,Nada buena tiene muchos problemas para ingresar
9397,35.0,2.3.0,2022-07-29T00:27:45Z,1,"Es lenta, muchas veces arroja error la habia desinstalado y me toco descargarla nuevamente por obligación. 😠 Lo peor en app No funciona"
9398,35.0,2.3.0,2022-07-29T00:31:04Z,1,"Pésima aplicación, se bloquea seguido o simplemente no carga, es imposible acceder"
9404,35.0,2.3.0,2022-07-29T01:57:31Z,1,"No entiendo la actualización reciente, ya que desde que se hizo no he podido acceder a ella. Se necesita que vuelva la tarjeta física ya que la aplicación es inaccesible. Dice nuestro servicio está experimentando un problema en este momento cada vez que ingreso a la app"
9406,35.0,2.3.0,2022-07-29T02:01:49Z,5,Excelente aplicación le doy cinco estrellas por quee ha sido muy útil...... La verdad sí me ha servido por eso la recomiendo........
9409,35.0,2.3.0,2022-07-29T02:47:25Z,1,"Lleva 3 días sin funcionar, ya no se puede consultar el estado del cupo rotativo"
9410,35.0,2.3.0,2022-07-29T02:52:07Z,5,Buena
9413,34.0,2.2.2,2022-07-29T05:01:13Z,2,No se que pasó... Pero es tedioso y el app dura mucho tiempo para dar ingreso... Aparté parece que te bloqueará el celular.
9414,34.0,2.2.2,2022-07-29T10:44:18Z,5,Muy practica
9415,35.0,2.3.0,2022-07-29T11:05:58Z,5,Podia pagar
9417,34.0,2.2.2,2022-07-29T12:39:52Z,5,Excelente
9418,34.0,2.2.2,2022-07-29T12:53:36Z,1,"Actualizan una vez al mes y no cambia en nada, lo único que hacen es hacer perder el tiempo"
9421,35.0,2.3.0,2022-07-29T13:35:40Z,1,Está app es de lo peorcito el desarrollador debe ser un técnico.... Ahora no deja abrir dice que está en mantenimiento desde hace 3 días.
9422,35.0,2.3.0,2022-07-29T13:41:47Z,1,"Actualicé la app y no volvió a funcionar, siempre es ocurrió un error. Mala, muy mala."
9423,35.0,2.3.0,2022-07-29T13:55:38Z,1,Es una ap totalmente obsoleta
9424,35.0,2.3.0,2022-07-29T13:58:17Z,1,"Es pésima app,lleva diaaaaaaaas sin permitir el ingreso que falta de respeto"
9429,35.0,2.3.0,2022-07-29T14:16:59Z,1,"Cada que intentan mejorarla, lo unico Que hacen es que la empeoran, es lenta, no abre sino cuando se le da la gana, llevo dos dias y siempre error al cargar."
9431,34.0,2.2.2,2022-07-29T14:57:58Z,5,👍excelente
9432,35.0,2.3.0,2022-07-29T15:16:43Z,1,Muy mala esta aplicación solo se la pasa caída la página
9433,35.0,2.3.0,2022-07-29T15:26:32Z,1,"Desde que la actualice la aplicación no deja entrar dice que esta dañada y que lamenta que se presenten molestias, estoy tratando de ingresar a mi cuenta y no entra es que nisiquiera deja colocar el usuario y contraseña."
9434,35.0,2.3.0,2022-07-29T15:35:52Z,5,"Es muy buena App, la actualizaron y todo mejoró ya se pueden autogestionar para cambio de clave, activarla, desbloquearla, sino les carga bien desinstalen y la vuelven a instalar y listo no se compliquen."
9435,34.0,2.2.2,2022-07-29T16:23:52Z,5,Excelente!
9436,35.0,2.3.0,2022-07-29T16:37:56Z,1,Muy mala estoy tratando de entrar a la aplicación ase más de 3 días y nada que solucionan el problema deverdad me párese muy pésima esta billetera móvil
9439,35.0,2.3.0,2022-07-29T17:04:30Z,1,No funciona.
9440,35.0,2.3.0,2022-07-29T17:15:46Z,1,Malisima después de la última actualización pésima app se queda pensando desde la última actualización no he podido ingresar se queda pensando
9441,35.0,2.3.0,2022-07-29T18:03:59Z,1,"Después de la última actualización, no sirve para nada está app."
9446,35.0,2.3.0,2022-07-29T22:03:41Z,1,Mala desde que se actualizo
9447,35.0,2.3.0,2022-07-29T22:38:17Z,1,"Una aplicación ""inútil"" lleva 2 días experimentando problemas y no hay solución"
9449,35.0,2.3.0,2022-07-30T00:38:37Z,1,"Lentisima. Una porqueria total, mi internet es de fibra óptica de 200 megas de subida y bajada y siempre es una demora horrible cada vez que la abro, una porqueria total! Digan que no quieren entregar los subsidios y ya."
9450,35.0,2.3.0,2022-07-30T00:49:04Z,1,Desde que la actualice no he podido abrir la aplicación porque presenta falla... y ahora que???
9451,35.0,2.3.0,2022-07-30T01:32:22Z,1,La verdad está app no sirve para nada no déjà entrar ni verificar ningun dato aparte el Fórmulario ninguna respuesta que uno coloca es aceptada perdí màs de 2 horas intentando abrirla y no me dejó hacer nada
9452,35.0,2.3.0,2022-07-30T02:31:44Z,1,Nunca abre esta app.
9454,35.0,2.3.0,2022-07-30T12:29:23Z,1,Lo peor que puede haber nunca puedo ingresar unas preguntas de seguridad todo el tiempo y del cheking no paso se cierra y toca empezar de nuevo y nunca abre terrible antes era un poquito mejor almenos podía ingresar
9457,35.0,2.3.0,2022-07-30T13:28:29Z,4,"Ya está funcionando nuevamente, no le doy las 5 estrellas, ya que la app se me hace un poco lenta"
9458,35.0,2.3.0,2022-07-30T13:33:22Z,1,Siempre sale que tiene problemas en el momento
9459,35.0,2.3.0,2022-07-30T14:23:59Z,1,"Alguien podría explicarme cómo funciona...?? La App nunca abre, no arranca, siempre sale mensaje de error, la he actualizado 3 veces ya pero no he logrado iniciarla..?? Para qué sirve esta App ...????"
9460,35.0,2.3.0,2022-07-30T17:44:16Z,1,Porque no está funcionando la app.... Me parece el colmo que cada ves que se actualiza empieza a falla
9461,35.0,2.3.0,2022-07-30T18:51:19Z,1,Permanece en mantenimiento y no en uso
9462,35.0,2.3.0,2022-07-30T19:08:23Z,1,Pésima la app se desinstala y se vuelva a instalar pero no deja hacer el registro que se tiene que ir ala avenida 68 y pues me parece algo tan ilógico cuando es una aplicación la cual pues es de carácter tecnológico pésima la aplicación por favor arreglar lo más pronto posible gracias
9463,35.0,2.3.0,2022-07-30T20:47:20Z,1,"Casi siempre que la voy a usar, no funciona, medio funcionaba y ahora con esa actualizacion, queda cargando, ya ni entra... malisisissma"
9464,35.0,2.3.0,2022-07-31T16:21:52Z,1,"Desde la última actualización no permite ingresar, todo el tiempo queda ""cargando""."
9467,35.0,2.3.0,2022-07-31T19:07:23Z,1,"Desde la actualización, da un error y no se puede abrir, pésima esta la app."
9471,35.0,2.3.0,2022-08-01T10:20:50Z,2,"Con la nueva actualización no permite ni ingresar, y eso que ya estaba lenta con la anterior versión, aparece que al momento nuestro servicio está presentando fallas, que ya están trabajando para solucionarlas y con un aviso de volver a cargar y no pasa de ahí. Gracias"
9475,35.0,2.3.0,2022-08-01T20:23:38Z,1,No sirve
9476,35.0,2.3.0,2022-08-01T21:46:12Z,2,Terrible
9478,35.0,2.3.0,2022-08-01T22:08:18Z,1,Dañaron la aplicación y los datos del titular no los actualizan y por ende no se puede acceder
9479,35.0,2.3.0,2022-08-01T23:33:13Z,3,Con la nueva actualización no permite el ingreso para solucionar dicha falla se debe desinstalar y volver a instalar y de esta manera funciona. Confirmo si me funciona pero después de realizar dicha operación
9481,35.0,2.3.0,2022-08-02T01:54:02Z,1,No me deja entrar no puedo ver los pagos
9483,35.0,2.3.0,2022-08-02T02:43:39Z,1,No me deja instalar siempre muestra un error
9485,35.0,2.3.0,2022-08-02T09:51:00Z,2,"Desde la actualización sale error al ingresar, no me dejar a nada, vive caída 24/7"
9487,35.0,2.3.0,2022-08-02T11:54:25Z,1,A toda hora registra caída o no deja ingresar ...
9488,35.0,2.3.0,2022-08-02T13:08:49Z,1,"Que pésima app, todos los comentarios verdaderos"
9489,35.0,2.3.0,2022-08-02T13:23:36Z,1,Sin la lámina no se puede retirar en cajero
9492,35.0,2.3.0,2022-08-02T14:54:30Z,1,Pésima App nunca abre
9493,35.0,2.3.0,2022-08-02T15:44:15Z,1,"Que app tan mala en ves de mejorar empeoró, a ver si los encargados de esto se ponen al tanto, siempre que se va a utilizar no funciona."
9496,35.0,2.3.0,2022-08-02T19:44:45Z,5,Buena
9498,35.0,2.3.0,2022-08-02T22:18:39Z,1,La descargue y no abre
9499,35.0,2.3.0,2022-08-02T23:07:53Z,1,"Desde que hubo actualización dejó de funcionar, siempre hay problemas en la plataforma y uno no puede pedir el código para retirar subsidio"
9500,35.0,2.3.0,2022-08-02T23:40:33Z,1,"Es muy lenta y pesada ya varios días sin funcionar, es muy estresante utilizar esta aplicación."
9502,35.0,2.3.0,2022-08-02T23:58:17Z,1,"Que app mas mala de lo peor que han sacado la descargue hace una semana y hasta el momento no la he podido usar, la version anterior funcionaba mejor"
9504,35.0,2.3.0,2022-08-03T10:53:51Z,1,Desde la ultima actualización definitivamente no funcionó mas siempre aparece un letrero que estan trabajando para que funcione mejor la app pero ya han pasado mas de ocho dias y nada de nada el funcionamiento era pesimo ahora esta peor
9505,35.0,2.3.0,2022-08-03T11:39:57Z,1,No puedo pasar los filtros ya llame fui al centro mas sercanos y todavía sigo con el problema con la aplicación
9506,35.0,2.3.0,2022-08-03T16:26:40Z,4,Buena
9507,35.0,2.3.0,2022-08-03T21:28:00Z,1,"Es la peor app que he utilizado. Es lenta, pesada y nunca está disponible. Que porquería de aplicación"
9508,35.0,2.3.0,2022-08-03T22:50:39Z,1,Despues de q me pidio q requeria actualizacion no me volvio a dejarla abrir siempre me dice q hay fallas q intente mas tarde
9509,35.0,2.3.0,2022-08-04T01:50:58Z,1,Re cien uno la descarga y no sirve para nada
9510,35.0,2.3.0,2022-08-04T04:03:42Z,1,"Terrible el servicio de Compensar, todo debe ser por correo, sin atención personalizada, la app no funciona, no muestra saldos, lenta al cargar."
9512,35.0,2.3.0,2022-08-04T11:43:16Z,5,👍
9513,35.0,2.3.0,2022-08-04T13:11:07Z,1,"No permite ver los movimientos, tengo la última actualización."
9514,31.0,2.2.0,2022-08-04T18:23:55Z,1,"La app no funciona, siempre presenta problemas que están arreglando.. YA la actualice desde el 27 de julio y no carga, sale que hay un problema pero lo están solucionando."
9518,35.0,2.3.0,2022-08-05T01:38:23Z,1,"La aplicación dice que experimenta problemas y lo resolverán en breve, lleva dos semanas así. ¿Cómo hago para poder retirar el subsidio monetario si no funciona?"
9519,35.0,2.3.0,2022-08-05T03:12:35Z,1,Muy mal después de la actualización terrible
9520,35.0,2.3.0,2022-08-05T11:50:10Z,1,Lenta
9522,35.0,2.3.0,2022-08-05T13:20:17Z,1,"No sirve, voy a ingresar los datos de verificación y siempre me aparecen que son errores, cuando realmente son los adecuados, además de eso se congela."
9524,35.0,2.3.0,2022-08-05T14:11:28Z,1,"Super mala esta app, deja de funcionar a cada momento, no permite que uno avance en los trámites 😡"
9526,35.0,2.3.0,2022-08-05T15:42:20Z,4,"Bueno, modifico mi opinión de pésima a mejor, Ha mejorado mucho el servicio transaccional, su ágil y eficiente desarrollo en actividades de tarjeta, es sencilla su interfaz de usuario, pero al cargar es más rápido de lo que era. Good job!"
9527,35.0,2.3.0,2022-08-05T19:29:12Z,1,La verdad era buena pero después de un tiempo se ha vuelto muy mala pésima más de media hora para ingresar o para que abra
9529,35.0,2.3.0,2022-08-06T01:21:34Z,1,Pésima aplicación nunca me deja verificar datos e ingresar siempre me aparece error
9532,35.0,2.3.0,2022-08-06T12:53:31Z,5,"Funciona bien, si después de las actualizaciones, no habré la app, se debe desinstalar y volver a instalar."
9533,35.0,2.3.0,2022-08-06T13:14:52Z,1,Por que la aplicación no funciona? Llevo dos semana y dice que está experimentando un problema.
9534,35.0,2.3.0,2022-08-06T13:16:30Z,1,"Cuando piensan reparar la app, o es mejor eliminarla? Cada vez se vuelve más mala. Al ingresar o querer navegar dentro de la app, lo saca inmediatamente de la misma, ¡solución o indicar si ya no va servir definitivamente.! Esas respuestas que dan, claro que ya se actualizo y persiste el problema..."
9535,35.0,2.3.0,2022-08-06T15:27:00Z,5,Excelente
9537,35.0,2.3.0,2022-08-06T21:51:38Z,1,"La aplicación antes funcionaba bien, pero con la última actualización no se puede ni siquiera ingresar que tristeza que no piensen en sus afiliados y compliquen siempre todo hagan cambios para facilitar los procesos llevo más de ocho días tratando de entrar a la aplicación y no se puede arreglen rápido eso"
9539,35.0,2.3.0,2022-08-07T00:17:47Z,1,Buenas noches..ya no carga la aplicación....lleva así varios días
9540,35.0,2.3.0,2022-08-07T14:12:04Z,3,Molesta micho a la hora de ingresar presenta muchas fallas
9541,35.0,2.3.0,2022-08-07T15:50:44Z,1,Desde el mes de julio no se ha podido generar token desde la app y el dinero no se puede sacar. No me deja escoger el producto de donde quiero solicitar el token
9542,35.0,2.3.0,2022-08-07T15:59:59Z,5,Excelente
9543,35.0,2.3.0,2022-08-07T19:19:26Z,1,"Es muy lenta para abrir, se cae mucho la plataforma"
9544,35.0,2.3.0,2022-08-07T19:54:20Z,1,"Siempre estás caída, y quitaron la opción telefónica, muy mal servicio"
9546,35.0,2.3.0,2022-08-08T04:10:55Z,1,"Nunca funciona ,pues queda cargando y no inicia, no puedo ver nada ,ni ingresar"
9549,12.0,2.0.0,2022-08-08T12:24:13Z,1,"Dañaron la app con la última actualización desde hace 1 mes largo no puedo entrar en la app. Antes medianamente servía y ahora ya ni carga. Al menos reverse a la versión anterior mientras solventan el cambio que hicieron. Pero ya más de 1 mes con la misma falla, contraten un mejor ING."
9552,35.0,2.3.0,2022-08-08T16:22:53Z,1,"Pésima aplicación en el paso 1 ingresa uno número de celular,fecha de expedición y correo electrónico ingresa uno todo correctamente y sale que transacción declinada que Pésima aplicación"
9554,35.0,2.3.0,2022-08-08T17:43:54Z,1,"Estoy tratando de ingresar desde hace varios días, y no deja dice esta experimentando un problema pero ya lleva así varios días Mala mala"
9557,35.0,2.3.0,2022-08-08T23:15:21Z,1,"Pésima, a cualquier hora anda caída"
9558,35.0,2.3.0,2022-08-08T23:42:41Z,1,Después de la última actualización. La aplicación dejo de funcionar. Antes era muy útil.
9559,35.0,2.3.0,2022-08-09T02:19:09Z,1,Remala no debería de esistir nunca habré solo da vueltas nada mas
9560,31.0,2.2.0,2022-08-09T13:37:00Z,1,"Buenos días, He desinstalado e instalado la App cientos de veces y aún sigue presentando el mismo error. De hecho, en lo corrido de este este año, no he podido hacer uso del subsidio monetario por esta razón. Quedo atento a sus comentarios. Tks"
9561,35.0,2.3.0,2022-08-09T19:31:06Z,1,Casi nunca funciona
9563,35.0,2.3.0,2022-08-09T20:13:52Z,3,No sirve para nada basura solo puede mirar saldo Mejoro con la actualización falta un mejor instrucciones para el uso
9564,35.0,2.3.0,2022-08-09T20:26:05Z,1,"Esta fallando con la nueva actualización,"
9565,35.0,2.3.0,2022-08-09T20:29:08Z,1,Mala e ineficaz es poco decir...
9566,35.0,2.3.0,2022-08-09T21:09:56Z,1,Al principio era buena. Pero ahora es lenta y cada ves que se abre dice que esta en reparación... no sirve... ¿Por que la cambiaron para mal.??
9567,35.0,2.3.0,2022-08-09T21:51:45Z,1,Nunca funciona
9568,35.0,2.3.0,2022-08-09T22:27:09Z,1,"Es una mugre de app siempre anda con bloqueos, no me deja pasar del segundo filtro y ya estoy desesperado no se que hacer ya q se comunica con los asesores y estos tampoco dan solución"
9570,35.0,2.3.0,2022-08-09T23:09:44Z,1,Malísimo el servicio de compensar
9575,35.0,2.3.0,2022-08-10T16:42:31Z,1,"NO DESCARGAR!!! Antes era mala ahora es un desastre, las preguntas de verificación son un desastre, antes era complicado entrar a esta aplicación ahora es verdaderamente absurdo que ni siquiera deja pasar de la clave y cuando deja solo se llega hasta las preguntas y quedamos peor"
9577,35.0,2.3.0,2022-08-10T23:49:44Z,1,No sirve para nada
9578,7.0,1.3.3,2022-08-11T11:54:08Z,1,"No funciona , sale que experimentan una falla siempre , un hueso está app"
9579,35.0,2.3.0,2022-08-11T13:19:05Z,2,"La actualización solo geners errores ! Lenta e inservible desmejoraron mucho, en serio"
9580,35.0,2.3.0,2022-08-11T18:11:57Z,1,Mala muy mala aplicación no carga se bloquea y pide datos los cuales nada tiene que ver con el usuario
9581,35.0,2.3.0,2022-08-11T18:26:40Z,5,Muy bueno servicio
9582,35.0,2.3.0,2022-08-11T18:31:31Z,2,Que pesina app un problema para poder registrarse después un problema para mirar lo de la billetera Mobil y después un problema para poder ingresar ala app tienen que revisarla y actualizarla miren y corrijan los errores.
9583,35.0,2.3.0,2022-08-11T19:37:23Z,1,Pésima se actualizo y no funciona se queda cargando por varios minutos y sale error
9584,35.0,2.3.0,2022-08-11T19:41:28Z,1,"La Última actualización en julio daño la aplicación por completo, ya ni siquiera abre"
9585,35.0,2.3.0,2022-08-11T20:16:16Z,1,Una total basura ya nisiquiera abre.
9586,35.0,2.3.0,2022-08-11T21:07:16Z,1,No me deja entrar
9587,35.0,2.3.0,2022-08-11T22:06:36Z,1,siempre está caída la aplicación
9588,35.0,2.3.0,2022-08-11T22:22:25Z,3,Es un poco lenta pero funciona y es sencilla
9591,35.0,2.3.0,2022-08-12T03:04:15Z,1,Es demasiada mala no funciona llevo más de un mes tratando abrir la app y no lo he logrado pide demasiada información. Ahora pide autenticacion y hace unas preguntas y siempre la respuesta es que no paso el filtro de seguridad que mamera quiero que me vuelvan a dar mi tarjeta era más sencillo. Definitivamente es la peor app que se han inventado
9593,35.0,2.3.0,2022-08-12T05:54:57Z,1,"Desde que se actualizó la aplicación no deja abrir, ya van más de 20 días sin acceso a la aplicacion y nada que solucionan ese problema."
9594,35.0,2.3.0,2022-08-12T12:37:34Z,1,"Es muy lenta, he perdido mi tiempo intentando usar la billetera, se bloquea y no permite sacar el dinero, es la peor app que he usado"
9597,35.0,2.3.0,2022-08-12T16:18:37Z,2,"Sirve cuando quiere, uno ingresa va a validar saldos o generar token y se cierra la APP."
9598,35.0,2.3.0,2022-08-12T19:17:30Z,1,Lo peor mala no deja abrir pésima
9599,35.0,2.3.0,2022-08-12T20:51:29Z,1,Lo peor de lo peor muy mala esa app
9600,35.0,2.3.0,2022-08-12T21:09:46Z,1,"Pésimo, ni siquiera coincide la información del app con la de la página tiene bastantes problemas y no ponen la cara ni para ayudar ni para responder"
9601,35.0,2.3.0,2022-08-12T21:21:42Z,1,La embarraron con esta actualización al ingresar se queda cargando y no hace nada lo triste es que no tengo tarjeta de compensar para hacer el retiro del subsidio todo lo hacía con el token de la aplicación grave
9602,35.0,2.3.0,2022-08-12T21:58:02Z,5,Es la mejor plataforma en servicios
9603,35.0,2.3.0,2022-08-12T22:00:37Z,1,"Muy mala esta aplicación e intentado 4,veces con ella y no deja continuar cuando uno está llenando datos se bloquea. Muy mala la verdad"
9605,35.0,2.3.0,2022-08-13T13:20:03Z,1,"Lo peor la verdad, llevo una semama tratando de ingresar y me ha sido imposible. Que app tan horrible."
9607,35.0,2.3.0,2022-08-14T00:41:46Z,1,Muy mala
9608,35.0,2.3.0,2022-08-14T00:52:51Z,4,Es muy buena
9610,35.0,2.3.0,2022-08-14T18:53:52Z,1,Nunca responde
9611,35.0,2.3.0,2022-08-14T19:04:49Z,1,"Compensar una vez más dando cuenta de como se puede ser cada vez peor en la prestación de los servicios, la actualización de la aplicación no permite ingresar, se queda cargando y falla. Si pasa la, validación no es exitosa porque algún dato está mal y finalmente no se puede usar. ARREGLEN ESO! a mi no me sirve que me respondan diciendo que mi opinión es importante y toda esa carreta. Y además un mensaje que me pide que me acerque a la sede de compensar para arreglar algo que es por aplicación."
9612,35.0,2.3.0,2022-08-15T13:19:13Z,1,Pésima me sumo a los anteriores comentarios se volvió basura la app
9613,35.0,2.3.0,2022-08-15T17:42:17Z,3,"Antes de la actualización era más sencillo el ingreso, ahora se demora un montón."
9614,35.0,2.3.0,2022-08-15T18:55:09Z,1,"De verdad es la peor app que he usado, no deberían tener algo así, es desgastante y no funciona. Pide validar la identidad y lo envía a uno a una pantalla para poner un código que después de ser digitado no lleva a ningún lado, no hace nada. Y no hay posibilidades de más opciones. De verdad que es mejor que no tengan una app si va a ser así de terrible."
9615,35.0,2.3.0,2022-08-16T00:21:13Z,1,"Soy nueva en la aplicación y hasta el momento siempre presenta fallas no e podido verificar nada de la cuota monetaria ni nada, la aplicación más mala que e podido tener"
9617,35.0,2.3.0,2022-08-16T02:06:29Z,1,Llevo varios días intentando ingresar y no funciona y como no tengo tarjeta estoy barada
9618,35.0,2.3.0,2022-08-16T02:08:06Z,1,Que aplicación tan pésima!!! Nunca he logrado pasar los filtros de seguridad... Es mejor ir a una sucursal y pedir el plastico
9620,35.0,2.3.0,2022-08-16T09:52:31Z,1,Muy mala esta aplicación
9625,35.0,2.3.0,2022-08-16T16:01:42Z,1,"Plataforma pesada, dura cargando una eternidad, pésimo, pésimo el servicio"
9626,34.0,2.2.2,2022-08-16T16:18:27Z,1,mala no deja ingresar
9628,35.0,2.3.0,2022-08-16T16:41:12Z,1,"Se bloquea, se sale cuando pongo mis datos jamás funciona, está igual que la página de compensar."
9629,35.0,2.3.0,2022-08-16T16:41:23Z,1,Pésima...no sirve...nunca carga
9630,35.0,2.3.0,2022-08-16T16:41:30Z,1,No sirve
9631,35.0,2.3.0,2022-08-16T16:49:17Z,1,"Desde que la instale, no he logrado ingresar aunque cuento con las credenciales necesarias. Muy mal servicio."
9632,35.0,2.3.0,2022-08-16T16:54:02Z,5,Muy buena app
9633,35.0,2.3.0,2022-08-16T17:44:00Z,1,Demasiada lenta no sirve
9635,35.0,2.3.0,2022-08-16T18:18:55Z,1,"Una pésima app, no me permite registrar a pesar de ya estar usándola hace más de 1; los procesos de autenticación son repetidamente fallidos demorados, ocasionando inutilidad en el uso de la aplicación"
